WS_bin,WS,TI,alpha,RPM,Pgen,QgenLoss,TSR,Pitch,FlapM,EdgeM
3.0  , 3.2504422444622074 , 0.034093092064600684 , 0.5651295819492808  , 15.365820833811508 , 2.984389905533391  , 63.01517343042126  , 6.69581598825902   , 0.9951001418250487 , 2839.2114577528623 , 6175.822964469333
3.5  , 3.7526857189125304 , 0.044583709435396156 , 0.5158744301261454  , 18.44749851853199  , 5.317241872377298  , 94.81477469148523  , 6.965428799024387  , 0.9953344680557197 , 5899.754959406931  , 4014.6860194918186
4.0  , 4.233821210414288  , 0.03837371133396918  , 0.4523886408386264  , 21.159740981700484 , 7.606892280408582  , 119.4049559453206  , 7.082397623249086  , 1.0099325407866702 , 7965.072569412576  , 5600.889697051674
4.5  , 4.7607308998887365 , 0.038824443361721035 , 0.42053136819152925 , 23.84647947782656  , 11.398005867598531 , 158.62956198113045 , 7.093113981119742  , 0.9958126335697329 , 9949.472630532078  , 6190.400032581807
5.0  , 5.246502421511282  , 0.041423286999499535 , 0.432162174843401   , 27.003325558245376 , 16.601023415115417 , 204.2162367800174  , 7.293230732316533  , 0.9959695084609942 , 12347.516411556784 , 6263.4703090399735
5.5  , 5.747733879397878  , 0.052163741285685926 , 0.38609325471024086 , 29.886695576020106 , 22.391917290394186 , 249.89644875383217 , 7.375372388178481  , 0.9963331754375258 , 16223.32411833125  , 5692.884010826961
6.0  , 6.273216450259088  , 0.055284517088871096 , 0.3480300696792331  , 32.609028956092175 , 28.9735787020034   , 297.3436051267389  , 7.376269723772368  , 0.9979918087599425 , 20795.158492994124 , 4910.953206165501
6.5  , 6.763917452439239  , 0.06296224107532178  , 0.313901927696064   , 34.99514550178058  , 35.78985954656415  , 342.6108903487648  , 7.347039109374811  , 0.9970345628833074 , 26068.09211976676  , 3861.929431285497
7.0  , 7.246564586353288  , 0.06517255199153547  , 0.3111159456634007  , 37.811390397092374 , 45.046248470210614 , 399.9954212059346  , 7.410747797787287  , 1.010234755923686  , 30497.023334096695 , 3583.167304012775
7.5  , 7.748944446948495  , 0.07033995588267464  , 0.3043523802651077  , 40.06645774287354  , 53.71243855338744  , 451.1291648642822  , 7.349380509208866  , 0.9976422824414779 , 34364.52218552246  , 3627.8910891205333
8.0  , 8.227751347490294  , 0.07110117468759598  , 0.28436100511530704 , 42.11962668702421  , 64.64423494089142  , 517.4010275561834  , 7.278160704350604  , 1.0033991327719203 , 37795.27279709117  , 4071.613290990708
8.5  , 8.726459360164416  , 0.07542371289196437  , 0.2329221177523292  , 43.15658775881713  , 76.17386915757412  , 596.6779084131966  , 7.034698474563361  , 0.9979438483285225 , 41307.462649003006 , 4907.5566755544005
9.0  , 9.186914157360405  , 0.08305263370360044  , 0.16523352311756623 , 43.454361398578065 , 85.95269337935468  , 669.5774102334113  , 6.737585564802933  , 0.9979388784189269 , 44006.97134627043  , 7115.269687557252
9.5  , 9.673294600620425  , 0.08669686681087603  , 0.1351850413290591  , 43.79771281674099  , 98.84419309722227  , 766.383878472222   , 6.452308219680115  , 0.9978889166666608 , 46991.00552772049  , 9283.204886666872
10.0 , 10.220168495425    , 0.09455727491863582  , 0.14450810307674725 , 43.82669720821413  , 108.30136242857154 , 839.7421157142857  , 6.1220641634615065 , 0.997934952380947  , 48878.033710875774 , 11731.649672895332
